0,1,2,3,4,5,6,7,8,9
-0.873963636191817,0.009894134454353753,-0.42973655206072825,-0.36714229346737104,-1.5227350985445272,1.104565804698179,0.24725424955577857,0.5998187938311527,0.5062732513069969,0.5510641866200499
-0.7133059695670044,0.03191783585202564,-0.3991010101111901,-0.35943819659284354,-1.1138296599250768,0.805077422545108,0.2244840645183751,0.427820742894768,0.41797561232625646,0.5740322387558818
-0.787819058928143,0.09290219040047155,-0.09026769683759027,-0.38153084772518686,-1.6022578060550592,0.9261960021744503,0.2551069610561127,0.34384597274497614,0.7274850912780169,0.36167021776644576
-0.6436369333890328,0.14957952097830504,-0.14096673985402502,-0.36073486805812566,-1.5005060610521788,0.8799104206894103,0.06311903879085738,0.22888363106134943,0.6708400471447139,0.0663792255116856
-0.8941102412360301,0.1595059955749573,-0.2421716214711761,-0.28058538224459745,-1.4328417781574463,0.872444942920335,0.1746264116171867,0.31836569272086906,0.587734486050676,0.3192030846480219
-0.9542740886412998,0.20024883377702618,-0.3352295106885764,-0.30659117004093844,-1.5491279242664844,0.986871474592433,0.1910382278234585,0.3979507094736279,0.5664698975659309,0.3002205331960165
-0.9810348992982486,0.08967976224228304,-0.15120401200131242,-0.24978091314525044,-1.5531638863766695,0.9518954378375482,0.15006475779557846,0.3740496791710009,0.6256094414369224,0.24306939381588105
-0.939731059889254,0.11662922457482294,-0.4266826982523298,-0.318132994589785,-1.4789120783171368,1.0021572651712656,0.16897269191021225,0.46753371035371494,0.5385951848575853,0.3637858632428328
-0.853884222956403,0.05677813307802996,-0.02781371744280263,-0.32796324609935695,-1.3575687276014228,0.7746330300869105,0.227683635474285,0.36158039880504034,0.6738245642170098,0.5020883893094573
-0.9246394996150384,0.08349481740385703,-0.14316020985604228,-0.4157035874540201,-1.5270019615165118,0.9831774244745602,0.20530885477324873,0.4328209492247071,0.6701024064768227,0.5326929353154696
-0.8620520360429414,0.11923648105866719,0.030704571962475617,-0.3804609647606811,-1.5233915130681868,0.6950790681593336,0.1736088587311258,0.2283695354856941,0.7904837842567195,0.2811844772864554
-0.6530607638250489,0.08851789064436176,0.0550838837673593,-0.4830861676426604,-1.3763217907639713,0.7937017461018978,0.13826381496494838,0.3337935496250024,0.741482269708108,0.37229152140960414
-0.8947887675744226,0.15511467514388363,-0.042449994168912646,-0.36880307391646466,-1.5014786235132738,0.8564283697432633,0.1179189421789003,0.2646345171241491,0.6250410145731393,0.22105934864972446
-0.8899081597965759,0.21428498410132624,-0.4334442552358395,-0.3049977128999384,-1.4833034891887633,0.9959692055455874,0.14223144172694632,0.3753590708050541,0.5038846051010436,0.16788815069885424
-0.6909427210467517,0.0327949714081881,0.1416769324835489,-0.49658328433455245,-1.5175916828716556,0.7456418415108713,0.3008830658141454,0.30892651113108527,0.85090852240138,0.31036465947359876
-1.1090690803782028,0.22137097581644583,-0.407658153331299,-0.3024940548243807,-1.3004594534304628,0.9940713033503396,0.16219290335036807,0.38446741924171035,0.2886100055486703,0.4112789098928898
-0.7846661254433345,0.16890406288149884,-0.15403128113791997,-0.3873758376450135,-1.4412101043063357,0.7656764843701006,0.0736095776834435,0.16027172423535538,0.7047225369673266,0.058290427789532404
-0.8835197542497385,0.05492638855286702,-0.03837899656036831,-0.38696370976004085,-1.2621273265272843,0.7993162610560774,0.19343242573508881,0.36413585666893344,0.6558411078579972,0.5199494476378558
-0.6787803713146608,0.14017651192649547,-0.1787285236832572,-0.3439847125010045,-1.4790782516864716,0.851575391069799,0.15403309191395945,0.24072509377985435,0.6685428840278607,0.10878280864700637
-0.825697143851227,0.15872969243229426,-0.13064039329034802,-0.29397895444823985,-1.4852369964337935,0.818339557907213,0.1396318625086264,0.2150347122472017,0.657110689435694,0.17422625408175565
-0.7042032576393144,0.15033470896536927,-0.3005975948380364,-0.3463719261863587,-1.350941889876384,0.856237218941974,0.19528180842502044,0.3371141287200112,0.5587992554159394,0.32109062623933493
-0.8565137354795642,0.11366893335186505,-0.34743077255444066,-0.3224004638616649,-1.5542514800483782,1.0147911586278053,0.31158268432287023,0.5106840110979013,0.5668402185172716,0.5101317121932067
-0.9994479223946249,0.2020296885750895,-0.18775767226408477,-0.284884136959653,-1.4963038493676069,0.8743001591332564,0.08586261851291582,0.2007056722307109,0.5706611068054819,0.04831543842430147
-0.8792209639846582,0.08331644131175554,-0.29968906191675676,-0.3557024449504019,-1.6756304077354418,1.0435985465081736,0.2327687345932282,0.473909737574199,0.6946813604944919,0.33756549617435533
-0.5952239985590276,0.17860409220197349,-0.1407824081449326,-0.3525652523998014,-1.2385097196604236,0.7523086197003924,0.06045156205599517,0.07057183341836512,0.5344934462383114,-0.08331929389369837
-0.4835509184325061,0.14113469715171745,0.07240819619265941,-0.3760280835426294,-1.2745840117640441,0.6647076075070582,0.008764169750924714,0.009322195435920283,0.6973068656922686,-0.08883263409196662
-0.8800569343164005,0.12931206981526105,-0.09710774755410428,-0.3196522885183786,-1.4514417359577307,0.8642712813428487,0.18071678843309513,0.3347746333514747,0.6553600847107702,0.265522678513768
-0.6674963162813863,0.16348063090311538,0.1341351999521121,-0.32238336469476736,-1.4836424509800423,0.6415867538480003,0.07968303767814208,0.09732656018662303,0.7467288639303414,-0.2257510588445377
-0.7606607625428816,0.24863011500909143,-0.3805117729129532,-0.4579491926229901,-1.513564069441747,0.9622170384938927,0.128744444601622,0.33335235423629617,0.49760152998820795,0.2445006470185898
-0.9002432001520677,0.08870956491851366,-0.4067044390399788,-0.39203182961405564,-1.6031836501595265,1.078160085212556,0.2654922840232328,0.5060697027447569,0.5266193973510556,0.5204953988566815
-0.7677687871519562,0.16533423674615275,-0.21249624876449413,-0.3132920299004819,-1.2297182412992014,0.8622179748684369,0.10396475917781522,0.19017304401742105,0.5004756019210416,0.20359769693497293
-0.5267039214854278,0.10345729861417682,-0.2956818485823057,-0.3796189380105321,-1.345883688784542,0.8025946279611895,0.07427765315069497,0.23475486734070863,0.6201834961632322,0.037161719277211444
-0.7343633460149216,0.1754058117710189,-0.15957718159063963,-0.30380355265873077,-1.26711338817935,0.6332612257620881,0.07231167935018334,0.14182493848662622,0.6147112844895948,0.11915760212975726
-0.8354312537898219,0.1414606308499833,-0.026822684055971883,-0.3076955714440267,-1.3713081206113356,0.717636873502616,0.17693261903834573,0.2575333159037994,0.6669589213775122,0.3131619006198111
-0.8210898926156303,0.13852438381564047,-0.03463902789818241,-0.3513101821002624,-1.5064915184985233,0.6934630431859407,0.041477068827724485,0.08447506267009787,0.7722822117938668,0.052112673596080746
-0.7091670135188732,0.09802860840060017,-0.03399626789358413,-0.36390049795494506,-1.229731589286685,0.6559708345337002,0.059367895983212265,0.08364699971222017,0.5924352238778334,0.174771358104818
-0.6879502039565228,-0.05776125767918651,-0.3237522061035343,-0.45935131814546265,-1.0796492431210822,0.8694217655108272,0.31418798600854286,0.39596486676129233,0.5135653465073935,0.6102440743325851
