0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,2.6769598,0.0,0.0,0.0,0.0,1.9130011,0.0,0.0,0.0,2.1331832,0.0,0.0,0.0,0.0,0.0,0.0,3.0226903,0.0,3.967435,1.9980674,9.178857,0.0,0.0,0.0,9.899048,0.0,1.4309338,1.98838,0.0,0.0,4.23727
0.0,2.492479,0.0,0.0,0.0,0.0,2.5362704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2774236,0.0,3.023023,0.0,0.0,0.2913042,7.5682497,0.0,0.0,0.0,3.4786146,0.0,0.0,0.0,0.0,0.0,1.6403272
0.0,2.5814073,0.0,0.0,0.0,0.0,1.9734284,0.0,0.0,0.0,0.31365052,0.0,0.0,0.0,0.0,0.0,0.0,3.0324056,0.0,1.5953748,1.3909967,7.8560095,0.0,0.0,0.0,7.0798507,0.0,0.75750464,1.1668128,0.0,0.0,3.0623722
0.0,1.6727922,0.0,0.0,0.0,0.0,2.8592682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4101633,0.0,4.0770097,0.0,0.0,1.6442653,9.187502,0.0,0.0,0.0,5.212596,0.0,0.0,0.50165355,0.0,0.0,3.818103
0.0,1.5778266,0.0,0.0,0.0,0.0,1.9017315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5257809,0.0,2.2974396,0.0,0.0,0.97853655,6.4697328,0.0,0.0,0.0,4.118641,0.0,0.0,0.3569851,0.0,0.0,2.5924342
0.0,1.1111311,0.0,0.0,0.0,0.0,1.6229434,0.0,0.0,0.0,0.31771848,0.0,0.060193624,0.0,0.0,0.0,0.0,4.324979,0.0,2.3752728,1.6633059,7.5379047,0.0,0.0,0.0,7.240213,0.0,0.7943135,0.9941015,0.0,0.0,3.8518133
0.0,0.8011657,0.0,0.0,0.0,0.0,2.2123213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9921618,0.0,1.546037,1.9548161,7.788575,0.0,0.0,0.0,7.176671,0.0,0.84002054,1.2457055,0.0,0.0,3.619511
0.0,1.7902554,0.0,0.0,0.0,0.0,1.9910514,0.0,0.0,0.0,0.9089197,0.0,0.0,0.0,0.0,0.0,0.0,2.8105042,0.0,2.6770387,1.8210762,7.9749713,0.0,0.0,0.0,8.033524,0.0,1.0677766,1.5344278,0.0,0.0,3.703901
0.0,2.9877448,0.0,0.0,0.0,0.0,2.5379622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49323308,0.0,2.5638678,0.0,0.0,1.1912214,8.643424,0.0,0.0,0.0,6.077533,0.0,0.3514655,0.8580092,0.0,0.0,2.6452029
0.0,3.864066,0.0,0.0,0.0,0.0,1.8944856,0.0,0.0,0.0,0.91668296,0.0,0.0,0.0,0.0,0.039105553,0.0,2.7001452,0.0,1.9733994,1.1942995,8.652573,0.0,0.0,0.0,7.803931,0.0,0.7732659,1.4028373,0.0,0.0,2.8801675
